Facility,Period,Voltage (% in +/- 10% of 230V)_x,Frequency (% in +/- 5% of 50Hz)_x,SAIDI,SAIFI,Quality Score,Reliability Score,PQR Score,Voltage (% in +/- 10% of 230V)_y,Voltage (% > 10% of 230V),Voltage (% < 10% of 230V),Voltage (% > 20% of 230V),Voltage (% < 20% of 230V),Frequency (% in +/- 5% of 50Hz)_y,Frequency (% > 5% of 50Hz),Frequency (% < 5% of 50Hz),Frequency (% > 15% of 50Hz),Frequency (% < 15% of 50Hz),Average outage duration,# of outages in the month that were >2 hours,# of days in the month with an outage of at least 2 hours,# of outages in the month that were >8 hours,# of days in the month with an outage of at least 8 hours,Average # of outages per day,# of days in the month with at least one outage,# of days in the month with >=3 outages
CH Bethesda Ndosho,2022-05-01,0.6155,1.0,0.0,0.5,0.8078,1.0,0.9039,61.55,0.0,38.45,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,
CH Bethesda Ndosho,2022-06-01,0.6684,0.9806,0.1717,0.2529,0.8245,0.9975,0.911,66.84,0.0,33.16,0.0,0.95,98.06,0.01,1.18,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.5,12.0,0.0
CH Bethesda Ndosho,2022-07-01,0.4543,0.9924,0.1252,0.2971,0.7233,0.9966,0.8599,45.43,0.0,54.57,0.0,14.58,99.24,0.02,0.16,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.55,14.0,0.0
CH Bethesda Ndosho,2022-08-01,0.4125,0.9567,0.1014,0.8036,0.6846,0.9976,0.8411,41.25,0.02,58.73,0.02,31.07,95.67,0.29,0.01,0.24,0.0,1.39,2.0,2.0,1.0,1.0,0.77,11.0,2.0
CH Bethesda Ndosho,2022-09-01,0.522,0.9939,0.0875,0.8849,0.758,0.9968,0.8774,52.2,0.0,47.8,0.0,8.45,99.39,0.02,0.01,0.01,0.0,0.24,0.0,0.0,0.0,0.0,0.5,12.0,0.0
CH Bethesda Ndosho,2022-10-01,0.5799,0.9981,0.0408,1.0,0.789,0.9996,0.8943,57.99,0.0,42.01,0.0,0.54,99.81,0.01,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.16,5.0,0.0
CH Bethesda Ndosho,2022-11-01,0.5396,0.99,0.1687,0.6316,0.7648,0.9994,0.8821,53.96,0.0,46.04,0.0,4.64,99.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.33,5.0,2.0
CH Bethesda Ndosho,2022-12-01,0.3474,0.9356,0.0108,0.4362,0.6415,0.9999,0.8207,34.74,0.0,65.26,0.0,16.75,93.56,0.0,0.0,0.0,0.0,9.08,15.0,13.0,13.0,12.0,1.7,17.0,2.0
CH Bethesda Ndosho,2023-01-01,0.4276,0.9845,0.0132,0.4249,0.7061,0.9998,0.8529,42.76,0.0,57.24,0.0,10.71,98.45,0.0,0.0,0.0,0.0,0.61,1.0,1.0,0.0,0.0,0.45,5.0,1.0
CH Bethesda Ndosho,2023-02-01,0.4868,0.9949,0.0434,0.5,0.7408,0.9978,0.8693,48.68,0.0,51.32,0.0,8.08,99.49,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.29,4.0,1.0
CH Bethesda Ndosho,2023-03-01,0.5449,0.9963,0.0663,0.28,0.7706,0.9985,0.8846,54.49,0.0,45.51,0.0,3.45,99.63,0.07,0.03,0.0,0.01,0.17,0.0,0.0,0.0,0.0,0.29,7.0,0.0
CH Bethesda Ndosho,2023-04-01,0.6748,0.9986,0.0169,0.8856,0.8367,0.9992,0.918,67.48,0.0,32.52,0.0,1.15,99.86,0.05,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.1,3.0,0.0
CH Bethesda Ndosho,2023-05-01,0.7102,0.999,0.0169,1.0268,0.8546,0.9995,0.9271,71.02,0.0,28.98,0.0,0.51,99.9,0.03,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.1,3.0,0.0
CH Bethesda Ndosho,2023-06-01,0.7315,0.998,0.0416,0.3481,0.8648,0.9985,0.9317,73.15,0.0,26.85,0.0,0.51,99.8,0.01,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.2,6.0,0.0
CH Bethesda Ndosho,2023-07-01,0.6664,0.7856,0.1278,0.9396,0.726,0.9968,0.8614,66.64,0.0,33.36,0.0,21.55,78.56,0.0,0.0,0.0,0.0,3.48,16.0,16.0,15.0,15.0,6.44,25.0,10.0
CH Bethesda Ndosho,2023-08-01,0.6888,0.9962,0.0724,0.6256,0.8425,0.9975,0.92,68.88,0.0,31.12,0.0,1.34,99.62,0.04,0.0,0.0,0.0,3.78,2.0,2.0,1.0,1.0,0.3,9.0,0.0
CH Bethesda Ndosho,2023-09-01,0.6476,0.9958,0.0599,0.2174,0.8217,0.9994,0.9105,64.76,0.0,35.24,0.0,4.07,99.58,0.05,0.04,0.02,0.0,0.31,0.0,0.0,0.0,0.0,0.2,5.0,0.0
CH Bethesda Ndosho,2023-10-01,0.5198,0.9961,0.0391,0.3337,0.758,0.9994,0.8787,51.98,0.0,48.02,0.0,2.72,99.61,0.02,0.0,0.01,0.0,0.25,0.0,0.0,0.0,0.0,0.26,5.0,1.0
CH Bethesda Ndosho,2023-11-01,0.7646,0.948,0.0622,1.0808,0.8563,0.991,0.9237,76.46,0.0,23.54,0.0,5.57,94.8,0.01,0.04,0.01,0.0,2.22,4.0,4.0,3.0,3.0,1.39,13.0,4.0
CH Bethesda Ndosho,2023-12-01,0.7336,0.9264,0.104,0.7863,0.83,0.9966,0.9133,73.36,0.0,26.64,0.0,7.73,92.64,0.05,0.04,0.03,0.0,0.8,3.0,3.0,0.0,0.0,1.42,20.0,6.0
CH Bethesda Ndosho,2024-01-01,0.7117,0.9845,0.0988,0.6778,0.8481,0.9945,0.9213,71.17,0.0,28.83,0.0,1.64,98.45,0.08,0.02,0.05,0.0,0.51,1.0,1.0,0.0,0.0,0.61,16.0,0.0
CH Bethesda Ndosho,2024-02-01,0.6096,0.9843,0.0301,0.8696,0.797,0.9981,0.8975,60.96,0.0,39.04,0.0,3.88,98.43,0.06,0.02,0.06,0.01,1.0,1.0,1.0,0.0,0.0,0.28,7.0,0.0
CH Bethesda Ndosho,2024-03-01,0.6472,0.9765,0.064,0.5836,0.8118,0.9983,0.9051,64.72,0.0,35.28,0.0,3.08,97.65,0.07,0.0,0.06,0.0,1.2,2.0,2.0,0.0,0.0,0.35,7.0,0.0
CH Bethesda Ndosho,2024-04-01,0.6207,0.9928,0.0338,0.4762,0.8068,0.997,0.9019,62.07,0.0,37.93,0.0,3.56,99.28,0.07,0.0,0.06,0.0,1.25,0.0,0.0,0.0,0.0,0.07,2.0,0.0
CH Bethesda Ndosho,2024-05-01,0.5944,0.997,0.0504,1.3519,0.7957,0.9946,0.8952,59.44,0.0,40.56,0.0,1.97,99.7,0.06,0.0,0.03,0.0,0.47,0.0,0.0,0.0,0.0,0.19,5.0,0.0
CH Bethesda Ndosho,2024-06-01,0.5931,0.9873,0.1086,0.7322,0.7902,0.998,0.8941,59.31,0.0,40.69,0.0,3.42,98.73,0.78,0.0,0.12,0.0,0.33,0.0,0.0,0.0,0.0,0.2,4.0,0.0
CH Bethesda Ndosho,2024-07-01,0.4957,0.9198,0.0333,0.746,0.7078,0.9994,0.8536,49.57,0.0,50.43,0.0,13.71,91.98,0.06,0.0,0.02,0.0,1.41,7.0,6.0,0.0,0.0,1.03,14.0,4.0
CH Bethesda Ndosho,2024-08-01,0.6224,0.9746,0.0637,1.0162,0.7985,0.997,0.8978,62.24,0.0,37.76,0.0,4.01,97.46,0.6,0.0,0.01,0.0,0.85,2.0,2.0,0.0,0.0,0.32,10.0,0.0
CH Bethesda Ndosho,2024-09-01,0.7064,0.9159,0.1325,0.7037,0.8112,0.9942,0.9027,70.64,0.01,29.35,0.0,5.56,91.59,5.44,0.0,0.01,0.0,0.75,1.0,1.0,0.0,0.0,0.67,11.0,2.0
CH Bethesda Ndosho,2024-10-01,0.6339,0.9412,0.0505,0.3852,0.7876,0.9999,0.8938,63.39,0.0,36.61,0.0,3.26,94.12,4.98,0.0,0.01,0.0,0.83,0.0,0.0,0.0,0.0,0.2,3.0,0.0
CH Matanda,2022-06-01,0.9773,0.9753,0.0771,0.3,0.9763,0.9992,0.9877,97.39,0.0,2.61,0.0,1.48,96.97,0.01,1.54,0.01,0.28,0.33,0.0,0.0,0.0,0.0,0.4,3.0,0.0
CH Matanda,2022-07-01,0.9297,0.9318,1.2528,0.5,0.9308,0.9666,0.9487,92.42,0.0,7.58,0.0,7.11,92.21,0.17,0.66,0.17,0.12,1.81,8.0,8.0,1.0,1.0,0.84,18.0,1.0
CH Matanda,2022-08-01,0.9405,0.9458,0.8009,0.3466,0.9432,0.9946,0.9689,94.13,0.0,5.87,0.0,4.45,94.67,0.12,0.83,0.12,0.23,1.33,3.0,3.0,0.0,0.0,0.61,11.0,3.0
CH Matanda,2022-09-01,0.9674,0.9723,0.3379,0.7308,0.9699,0.9883,0.9791,97.12,0.0,2.88,0.0,2.23,97.6,0.03,0.15,0.03,0.08,1.24,4.0,4.0,0.0,0.0,0.4,9.0,0.0
CH Matanda,2022-10-01,0.9628,0.9645,0.5097,1.0472,0.9636,0.9698,0.9667,96.33,0.0,3.67,0.0,2.8,96.6,0.07,0.58,0.06,0.52,0.74,1.0,1.0,0.0,0.0,0.71,15.0,1.0
CH Matanda,2022-11-01,0.9268,0.9237,1.0112,0.733,0.9252,0.9772,0.9512,92.55,0.0,7.45,0.0,6.21,92.46,0.05,1.29,0.05,1.01,1.03,4.0,3.0,0.0,0.0,1.2,16.0,5.0
CH Matanda,2022-12-01,0.9709,0.9731,0.4615,0.3993,0.972,0.99,0.981,97.16,0.0,2.84,0.0,2.4,97.45,0.01,0.14,0.01,0.09,0.76,2.0,2.0,0.0,0.0,0.71,14.0,3.0
CH Matanda,2023-01-01,0.9166,0.9292,0.9278,1.8158,0.9229,0.9848,0.9538,91.67,0.0,8.33,0.0,5.9,92.72,0.19,1.44,0.16,0.6,0.75,3.0,3.0,0.0,0.0,1.45,22.0,6.0
CH Matanda,2023-02-01,0.9414,0.9475,0.572,0.592,0.9444,0.9883,0.9664,94.37,0.0,5.63,0.0,3.77,95.17,0.03,1.06,0.03,0.02,0.56,2.0,2.0,0.0,0.0,1.54,18.0,6.0
CH Matanda,2023-03-01,0.882,0.9436,0.3457,1.0879,0.9128,0.9877,0.9503,89.87,0.0,10.13,0.0,5.2,92.73,0.03,2.06,0.03,0.04,0.74,3.0,3.0,0.0,0.0,0.77,13.0,2.0
CH Matanda,2023-04-01,0.8777,0.9461,0.4699,0.7782,0.9119,0.985,0.9484,88.3,0.0,11.7,0.0,4.32,94.06,0.03,1.61,0.03,0.66,1.11,4.0,4.0,0.0,0.0,0.63,12.0,2.0
CH Matanda,2023-05-01,0.8795,0.8754,0.4596,0.2886,0.8774,0.9885,0.933,89.54,0.0,10.46,0.0,8.08,87.55,0.01,4.36,0.01,0.0,1.29,4.0,4.0,1.0,1.0,0.77,14.0,2.0
CH Matanda,2023-06-01,0.7524,0.8775,0.1472,0.3601,0.8149,0.9972,0.906,76.81,0.0,23.19,0.0,8.0,87.07,0.02,4.92,0.02,0.47,0.53,1.0,1.0,0.0,0.0,1.43,15.0,4.0
CH Matanda,2023-07-01,0.6086,0.7157,0.0263,0.284,0.6622,0.9982,0.8302,60.86,0.0,39.14,0.0,28.42,71.57,0.56,0.14,0.53,0.0,0.61,3.0,3.0,0.0,0.0,1.29,17.0,7.0
CH Matanda,2023-08-01,0.5473,0.9214,0.0858,0.48,0.7344,0.9991,0.8667,54.73,0.0,45.27,0.0,7.94,92.14,0.02,0.0,0.02,0.0,1.3,2.0,2.0,0.0,0.0,0.29,9.0,0.0
CH Matanda,2023-09-01,0.6501,0.9503,0.1049,0.4101,0.8002,0.9988,0.8995,65.01,0.0,34.99,0.0,4.98,95.03,0.25,0.03,0.24,0.0,0.77,1.0,1.0,0.0,0.0,0.37,11.0,0.0
CH Matanda,2023-10-01,0.5516,0.9286,0.0704,0.1854,0.7401,0.9991,0.8696,55.16,0.0,44.84,0.0,7.26,92.86,0.38,0.01,0.37,0.0,0.88,1.0,1.0,0.0,0.0,0.42,10.0,1.0
CH Matanda,2023-11-01,0.3662,0.9269,0.0465,0.5461,0.6466,0.9956,0.8211,36.62,0.0,63.38,0.0,9.47,92.69,0.63,0.04,0.63,0.0,0.89,1.0,1.0,0.0,0.0,0.2,4.0,0.0
CH Matanda,2023-12-01,0.2651,0.958,0.0488,0.3,0.6116,0.9979,0.8047,26.51,0.0,73.49,0.0,8.29,95.8,0.62,0.03,0.61,0.0,1.0,1.0,1.0,0.0,0.0,0.16,5.0,0.0
CH Matanda,2024-01-01,0.3705,0.972,0.1344,0.45,0.6712,0.995,0.8331,37.04,0.0,62.96,0.0,6.01,97.16,0.35,0.01,0.35,0.0,0.62,0.0,0.0,0.0,0.0,0.26,8.0,0.0
CH Matanda,2024-02-01,0.3433,0.9057,0.1181,0.7904,0.6245,0.9987,0.8116,34.33,0.0,65.67,0.0,12.26,90.57,1.68,0.12,1.68,0.0,0.33,0.0,0.0,0.0,0.0,0.34,9.0,0.0
CH Matanda,2024-03-01,0.4582,0.9369,0.0,0.9553,0.6976,1.0,0.8488,45.82,0.0,54.18,0.0,9.6,93.69,0.71,0.07,0.71,0.0,0.28,0.0,0.0,0.0,0.0,0.39,8.0,1.0
CH Matanda,2024-04-01,0.8372,0.9242,0.0003,0.3913,0.8807,1.0,0.9403,84.0,0.0,16.0,0.0,9.04,90.49,0.04,0.47,0.04,0.11,0.47,0.0,0.0,0.0,0.0,1.17,10.0,4.0
CH Matanda,2024-05-01,0.8068,0.911,0.0,0.4483,0.8589,1.0,0.9294,80.68,0.0,19.32,0.0,8.9,91.1,0.08,0.0,0.08,0.0,0.23,0.0,0.0,0.0,0.0,0.35,9.0,0.0
CH Matanda,2024-06-01,0.7622,0.9679,0.0332,0.5251,0.865,0.9984,0.9317,76.33,0.0,23.67,0.0,4.55,94.97,0.01,0.45,0.01,0.0,1.61,1.0,1.0,1.0,1.0,0.4,8.0,1.0
CH Matanda,2024-07-01,0.7891,0.9279,0.0,0.861,0.8585,1.0,0.9292,78.91,0.0,21.09,0.0,7.21,92.79,0.03,0.0,0.03,0.0,0.5,2.0,2.0,0.0,0.0,1.23,16.0,4.0
CH Matanda,2024-08-01,0.7016,0.8692,0.0,0.5185,0.7854,1.0,0.8927,70.16,0.0,29.84,0.0,13.09,86.92,0.02,0.0,0.02,0.0,1.17,3.0,3.0,2.0,2.0,1.71,21.0,5.0
CH Matanda,2024-09-01,0.7574,0.9023,0.0,0.3393,0.8298,1.0,0.9149,75.74,0.0,24.26,0.0,9.77,90.23,0.01,0.0,0.01,0.0,0.45,0.0,0.0,0.0,0.0,1.17,18.0,5.0
CH Matanda,2024-10-01,0.8834,0.9732,0.0,0.2501,0.9283,1.0,0.9642,88.34,0.0,11.66,0.0,2.67,97.32,0.01,0.0,0.01,0.0,1.08,1.0,1.0,0.0,0.0,0.4,4.0,0.0
CS CCLK,2022-06-01,0.8241,0.9786,1.1072,0.3768,0.9014,0.9562,0.9288,81.98,0.0,18.02,0.0,2.98,97.35,0.0,0.0,0.0,0.0,1.79,3.0,1.0,1.0,1.0,0.55,2.0,1.0
CS CCLK,2022-07-01,0.7836,0.9436,0.9695,0.6296,0.8636,0.9827,0.9231,78.93,0.0,21.07,0.0,6.43,93.64,0.07,0.0,0.07,0.0,0.81,2.0,2.0,0.0,0.0,0.97,9.0,4.0
CS CCLK,2022-08-01,0.7628,0.9413,1.0181,0.7733,0.852,0.964,0.908,76.31,0.0,23.69,0.0,6.6,93.86,0.02,0.0,0.02,0.0,1.28,5.0,3.0,0.0,0.0,0.77,8.0,5.0
CS CCLK,2022-09-01,0.8671,0.9125,0.0,0.4301,0.8898,1.0,0.9449,86.72,0.11,13.17,0.0,8.82,91.18,0.03,0.0,0.03,0.0,2.13,9.0,3.0,3.0,3.0,1.43,7.0,5.0
CS CCLK,2022-10-01,0.8234,0.9197,1.1601,0.933,0.8716,0.9609,0.9163,83.31,0.01,16.68,0.0,8.97,91.23,0.11,0.01,0.11,0.0,1.11,5.0,3.0,1.0,1.0,1.23,10.0,6.0
CS CCLK,2022-11-01,0.8725,0.9568,1.1872,0.1308,0.9146,0.978,0.9463,87.58,0.0,12.42,0.0,4.69,95.44,0.01,0.0,0.01,0.0,0.86,2.0,2.0,0.0,0.0,0.93,6.0,4.0
CS CCLK,2022-12-01,0.8407,0.9367,0.3086,0.5362,0.8887,0.9944,0.9415,86.86,0.0,13.14,0.0,7.92,92.36,0.01,0.02,0.01,0.02,1.64,5.0,4.0,1.0,1.0,0.9,11.0,5.0
CS CCLK,2023-01-01,0.8573,0.9076,0.7536,0.68,0.8824,1.0,0.9412,86.51,0.0,13.49,0.0,9.6,90.49,0.0,0.0,0.0,0.0,2.01,7.0,6.0,1.0,1.0,0.94,9.0,3.0
CS CCLK,2023-02-01,0.8257,0.9309,1.4339,0.5398,0.8783,0.9403,0.9093,82.8,0.0,17.2,0.0,7.78,92.43,0.02,0.0,0.02,0.0,1.31,5.0,3.0,0.0,0.0,0.93,5.0,3.0
CS CCLK,2023-03-01,0.8187,0.9201,2.4741,0.2255,0.8694,0.9167,0.893,83.39,0.0,16.61,0.0,11.34,88.7,0.16,0.0,0.16,0.0,1.07,4.0,4.0,3.0,3.0,2.72,10.0,6.0
CS CCLK,2023-04-01,0.8929,0.9862,0.0,0.25,0.9396,1.0,0.9698,89.32,0.0,10.68,0.0,2.39,97.64,0.03,0.0,0.03,0.0,0.36,0.0,0.0,0.0,0.0,0.47,3.0,2.0
CS CCLK,2023-05-01,0.8744,0.9919,0.0,0.391,0.9332,1.0,0.9666,86.75,0.0,13.25,0.0,3.41,96.6,0.0,0.0,0.0,0.0,1.06,2.0,2.0,0.0,0.0,0.45,3.0,2.0
CS CCLK,2023-06-01,0.8091,0.9989,0.0,0.8077,0.904,1.0,0.952,80.76,0.0,19.24,0.0,3.04,96.97,0.01,0.0,0.01,0.0,1.27,3.0,2.0,0.0,0.0,0.63,3.0,2.0
CS CCLK,2023-07-01,0.7894,0.9998,0.0,0.7635,0.8946,1.0,0.9473,78.94,0.0,21.06,0.0,0.0,99.98,0.01,0.0,0.01,0.0,,,,,,,,
CS CCLK,2023-08-01,0.8195,0.9996,0.0,0.375,0.9096,1.0,0.9548,81.95,0.0,18.05,0.0,0.0,99.96,0.02,0.0,0.02,0.0,,,,,,,,
CS CCLK,2023-09-01,0.8042,0.9999,0.0,0.473,0.902,1.0,0.951,80.42,0.0,19.58,0.0,0.0,99.99,0.01,0.0,0.01,0.0,,,,,,,,
CS CCLK,2023-10-01,0.7807,0.9998,0.0,1.2842,0.8902,1.0,0.9451,78.07,0.0,21.93,0.0,0.0,99.98,0.01,0.0,0.0,0.0,,,,,,,,
CS CCLK,2023-11-01,0.747,0.9999,0.0,0.5969,0.8734,1.0,0.9367,74.7,0.0,25.3,0.0,0.46,99.99,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.03,1.0,0.0
CS CCLK,2023-12-01,0.6708,1.0,0.0,0.4286,0.8354,1.0,0.9177,67.08,0.0,32.92,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,
CS CCLK,2024-01-01,0.7211,0.9791,0.0,0.625,0.8501,1.0,0.925,72.11,0.0,27.89,0.0,2.09,97.91,0.0,0.0,0.0,0.0,15.5,1.0,1.0,1.0,1.0,0.03,1.0,0.0
CS CCLK,2024-02-01,0.7864,0.9967,0.0,0.2778,0.8916,1.0,0.9458,78.64,0.0,21.36,0.0,0.28,99.67,0.03,0.0,0.03,0.0,12.83,1.0,1.0,1.0,1.0,0.03,1.0,0.0
CS CCLK,2024-03-01,0.7699,0.9726,0.0,0.3501,0.8712,1.0,0.9356,76.99,0.0,23.01,0.0,2.7,97.26,0.04,0.0,0.04,0.0,22.92,8.0,7.0,8.0,7.0,0.32,7.0,0.0
CS CCLK,2024-07-01,0.5974,0.9974,0.0,,0.7974,,0.7974,59.17,0.0,40.83,0.0,2.07,97.93,0.0,0.0,0.0,0.0,22.9,30.0,30.0,30.0,30.0,31.0,31.0,0.0
CS CCLK,2024-08-01,0.6274,0.9999,0.0,0.6155,0.8136,1.0,0.9068,62.74,0.0,37.26,0.0,0.0,99.99,0.01,0.0,0.01,0.0,,,,,,,,
CS CCLK,2024-09-01,0.7298,0.9985,0.0,0.5625,0.8642,1.0,0.9321,72.98,0.0,27.02,0.0,0.14,99.85,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.03,1.0,0.0
CS CCLK,2024-10-01,0.6119,0.9829,0.0,0.8757,0.7974,1.0,0.8987,61.19,0.01,38.8,0.0,3.01,98.29,0.0,0.0,0.0,0.0,1.33,1.0,1.0,0.0,0.0,0.2,3.0,0.0
CS Malepe,2022-06-01,0.987,0.9877,0.2079,0.6538,0.9874,1.0,0.9937,98.7,0.0,1.3,0.0,1.3,98.77,0.0,0.0,0.0,0.0,,,,,,,,
CS Malepe,2022-07-01,0.9072,0.9073,0.1965,0.4074,0.9072,0.9819,0.9445,90.72,0.0,9.28,0.0,9.27,90.73,0.0,0.0,0.0,0.0,,,,,,,,
CS Malepe,2022-08-01,0.9974,0.9978,0.0075,0.6693,0.9976,1.0,0.9988,99.74,0.01,0.24,0.0,0.24,99.78,0.0,0.0,0.0,0.0,,,,,,,,
CS Malepe,2022-09-01,0.9704,0.9666,0.0018,0.4202,0.9685,1.0,0.9842,97.04,0.01,2.95,0.0,2.95,96.66,0.26,0.0,0.26,0.0,,,,,,,,
CS Malepe,2022-10-01,0.8897,0.8897,0.0241,0.7837,0.8897,1.0,0.9448,88.97,0.0,11.03,0.0,11.03,88.97,0.01,0.0,0.01,0.0,,,,,,,,
CS Malepe,2022-11-01,0.8806,0.8807,0.0,0.5,0.8806,1.0,0.9403,88.06,0.0,11.94,0.0,11.93,88.07,0.0,0.0,0.0,0.0,,,,,,,,
CS Malepe,2022-12-01,0.852,0.8522,0.0984,1.087,0.8521,0.9998,0.9259,85.2,0.01,14.79,0.0,14.78,85.22,0.01,0.0,0.01,0.0,,,,,,,,
CS Malepe,2023-01-01,0.897,0.8971,0.012,0.3752,0.897,1.0,0.9485,89.7,0.02,10.27,0.0,10.27,89.71,0.01,0.0,0.01,0.0,,,,,,,,
CS Malepe,2023-02-01,0.8572,0.8545,0.0,0.3047,0.8558,1.0,0.9279,85.72,0.0,14.28,0.0,14.28,85.45,0.14,0.0,0.14,0.0,,,,,,,,
CS Malepe,2023-03-01,0.9343,0.9342,1.1501,0.5174,0.9342,0.9732,0.9537,93.43,0.01,6.56,0.0,6.56,93.42,0.02,0.0,0.02,0.0,,,,,,,,
CS Malepe,2023-04-01,0.9688,0.9689,0.0768,0.5741,0.9688,1.0,0.9844,96.88,0.02,3.1,0.0,3.1,96.89,0.01,0.0,0.01,0.0,,,,,,,,
CS Malepe,2023-05-01,0.9989,0.9986,0.0053,0.2595,0.9988,1.0,0.9994,99.89,0.0,0.1,0.0,0.1,99.86,0.03,0.0,0.03,0.0,,,,,,,,
CS Malepe,2023-06-01,0.7774,0.7762,0.154,0.3519,0.7768,1.0,0.8884,77.74,0.0,22.26,0.0,22.25,77.62,0.12,0.0,0.12,0.0,24.0,24.0,24.0,24.0,24.0,0.96,24.0,0.0
CS Malepe,2023-07-01,0.6311,0.6312,0.0003,0.3468,0.6312,1.0,0.8156,63.11,0.0,36.89,0.0,36.89,63.12,0.0,0.0,0.0,0.0,24.0,31.0,31.0,31.0,31.0,1.41,31.0,0.0
CS Malepe,2023-08-01,0.8378,0.8378,0.0024,0.4,0.8378,0.9998,0.9188,83.78,0.0,16.22,0.0,16.22,83.78,0.01,0.0,0.01,0.0,24.0,31.0,31.0,31.0,31.0,1.29,31.0,0.0
CS Malepe,2023-09-01,0.979,0.9791,0.0001,0.4169,0.979,1.0,0.9895,97.9,0.0,2.09,0.0,2.09,97.91,0.01,0.0,0.01,0.0,24.0,30.0,30.0,30.0,30.0,1.0,30.0,0.0
CS Malepe,2023-10-01,0.9474,0.9475,0.0,0.8196,0.9474,1.0,0.9737,94.74,0.02,5.24,0.0,5.24,94.75,0.0,0.0,0.0,0.0,24.0,31.0,31.0,31.0,31.0,1.0,31.0,0.0
CS Malepe,2023-11-01,0.9817,0.9816,0.0816,0.5556,0.9816,0.9954,0.9885,98.17,0.03,1.79,0.0,1.79,98.16,0.04,0.0,0.04,0.0,24.0,30.0,30.0,30.0,30.0,1.0,30.0,0.0
CS Malepe,2023-12-01,0.9495,0.9498,0.0,0.5385,0.9496,1.0,0.9748,94.95,0.03,5.02,0.0,5.02,94.98,0.0,0.0,0.0,0.0,23.52,28.0,28.0,28.0,28.0,0.9,28.0,0.0
CS Malepe,2024-01-01,0.7486,0.7492,0.0005,0.5693,0.7489,0.9999,0.8744,74.86,0.04,25.1,0.0,25.1,74.92,0.02,0.0,0.02,0.0,,,,,,,,
CS Malepe,2024-02-01,0.412,0.4119,0.0003,0.84,0.412,1.0,0.706,41.2,0.0,58.8,0.0,58.78,41.19,0.07,0.0,0.07,0.0,12.5,1.0,1.0,1.0,1.0,0.1,2.0,0.0
CS Malepe,2024-03-01,0.8387,0.8347,0.0002,0.3505,0.8367,1.0,0.9184,83.87,0.0,16.13,0.0,16.06,83.47,0.4,0.0,0.4,0.0,,,,,,,,
CS Murara,2022-06-01,0.698,0.7466,1.2227,1.0027,0.7223,0.8886,0.8054,69.3,4.8,25.9,0.0,25.78,74.26,0.11,0.0,0.11,0.0,,,,,,,,
CS Murara,2022-07-01,0.5242,0.545,9.4015,1.2331,0.5346,0.6606,0.5976,52.44,0.94,46.63,0.0,45.6,54.48,1.04,0.01,1.04,0.0,,,,,,,,
CS Murara,2022-08-01,0.4744,0.4848,8.7567,1.042,0.4796,0.7568,0.6182,47.44,0.02,52.54,0.0,51.59,48.48,0.23,0.0,0.23,0.0,,,,,,,,
CS Murara,2022-09-01,0.6001,0.6165,8.0209,0.7483,0.6083,0.8027,0.7055,60.01,0.14,39.85,0.0,38.33,61.65,0.04,0.0,0.04,0.0,,,,,,,,
CS Murara,2022-10-01,0.6083,0.6154,2.8991,0.6183,0.6118,0.8485,0.7302,60.83,0.29,38.88,0.0,38.4,61.54,0.05,0.01,0.05,0.0,,,,,,,,
CS Murara,2023-02-01,0.7144,0.9532,0.7745,0.6494,0.8338,1.0,0.9169,71.44,0.0,28.56,0.0,4.67,95.32,0.0,0.01,0.0,0.0,,,,,,,,
CS Murara,2023-03-01,0.7958,0.8685,1.3747,0.3462,0.8322,0.9812,0.9067,79.89,0.0,20.11,0.0,14.04,86.07,3.32,0.02,3.32,0.0,,,,,,,,
CS Murara,2023-04-01,0.865,0.902,2.1481,0.5185,0.8835,0.9503,0.9169,86.5,0.0,13.5,0.0,9.8,90.2,0.01,0.0,0.0,0.0,,,,,,,,
CS Murara,2023-05-01,0.8204,0.9039,0.1515,0.3113,0.8622,0.9991,0.9307,82.04,0.0,17.96,0.0,9.61,90.39,0.0,0.0,0.0,0.0,,,,,,,,
CS Murara,2023-06-01,0.8473,0.951,0.8086,0.9643,0.8992,0.9761,0.9377,84.73,0.0,15.27,0.0,5.24,95.1,0.01,0.0,0.0,0.0,,,,,,,,
CS Murara,2023-07-01,0.8242,0.9184,2.417,1.1032,0.8713,0.9257,0.8985,82.42,0.0,17.58,0.0,8.19,91.84,0.01,0.0,0.01,0.0,,,,,,,,
CS Murara,2023-08-01,0.8927,0.982,0.3783,1.3211,0.9374,0.9732,0.9553,89.27,0.0,10.73,0.0,1.78,98.2,0.01,0.0,0.0,0.0,,,,,,,,
